name,url,is_official,status,generator,author
Černošín,cernosin.cz,1,200,[],['Město Černošín']
Červená Řečice,cervenarecice.info,1,200,[],[]
Česká Kamenice,ceska-kamenice.cz,0,,,
Česká Lípa,mucl.cz,0,,,
Česká Třebová,ceska-trebova.cz,0,,,
České Velenice,meu.velenice.cz,0,,,
Český Brod,cesbrod.cz,0,,,
Český Dub,cdub.cz,0,,,
Český Krumlov,mu.ckrumlov.cz,0,,,
Český Těšín,tesin.cz,0,,,
Čáslav,meucaslav.cz,1,200,[],['Lukáš Dohnal: dohnal@gramonet.com - https://www.gramonet.cz']
Řevnice,revnice.cz,1,000,,
Říčany,ricany.cz,1,000,,
Šenov,,0,,,
Šenov,mesto-senov.cz,1,200,['Site Kit by Google 1.113.0'],[]
Šlapanice,slapanice.cz,1,200,[],['Origine']
Šluknov,mesto-sluknov.cz,1,000,,
Špindlerův Mlýn,mestospindleruvmlyn.cz,1,200,[],[]
Šternberk,sternberk.cz,1,200,[],['Město Šternberk']
Štramberk,stramberk.cz,1,000,,
Štíty,stity.cz,1,000,,
Štěpánov,stepanov.cz,1,000,,
Štětí,steti.cz,1,000,,
Šumperk,musumperk.cz,1,200,['Public4u'],"['as4u.cz, s.r.o.']"
Švihov,svihov.jz.cz,1,200,[],[]
Žacléř,zacler.cz,1,200,[],[]
Žamberk,muzbk.cz,0,,,
Žatec,mesto-zatec.cz,1,200,[],['město Žatec']
Ždánice,muzdanice.cz,1,000,,
Ždírec nad Doubravou,kr-vysocina.cz,0,,,
Ždírec nad Doubravou,zdirec.cz,0,,,
Žebrák,mestozebrak.cz,1,000,,
Železnice,zeleznice.net,1,000,,
Železná Ruda,zeleznaruda.cz,1,000,,
Železný Brod,zelbrod.cz,0,,,
Židlochovice,zidlochovice.cz,1,000,,
Žirovnice,zirovnice.cz,1,000,,
Žlutice,zlutice.cz,1,000,,
Žulová,jen.cz,0,,,
Žďár nad Sázavou,zdarns.cz,0,,,
Brno Řečkovice a Mokrá Hora,reckovice.brno.cz,0,,,
Brno-Bohunice,bohunice.brno.cz,0,,,
Brno-Bystrc,bystrc.cz,0,,,
Brno-Chrlice,chrlice.brno.cz,0,,,
Brno-Ivanovice,ivanovice.brno.cz,0,,,
Brno-Jehnice,brno-jehnice.cz,1,200,[],"['David Beran, Webcentre.cz']"
Brno-Jundrov,jundrov.brno.cz,0,,,
Brno-Kníničky,brno-kninicky.cz,1,000,,
Brno-Kohoutovice,kohoutovice.brno.cz,0,,,
Brno-Komín,komin.brno.cz,0,,,
Brno-Líšeň,brno-lisen.cz,1,200,[],['Městská část Brno-Líšeň']
Brno – Maloměřice a Obřany,malomerice.cz,0,,,
Brno-Medlánky,medlanky.brno.cz,0,,,
Brno – Nový Lískovec,nliskovec.brno.cz,0,,,
Brno-Ořešín,oresin.brno.cz,0,,,
Brno-Slatina,mcslatina.cz,0,,,
Brno – Starý Lískovec,staryliskovec.cz,0,,,
Brno-Tuřany,turany.cz,0,,,
Brno-Vinohrady,vinohrady.brno.cz,0,,,
Brno-Jih,brno-jih.cz,1,000,,
Brno-Sever,sever.brno.cz,0,,,
Brno-Střed,brno-stred.cz,1,000,,
Brno-Útěchov,,0,,,
Brno-Černovice,cernovice.brno.cz,0,,,
Brno-Žabovřesky,zabovresky.cz,0,,,
Brno-Žebětín,zebetin.cz,0,,,
Brno-Židenice,zidenice.brno.cz,0,,,
Komárov,opava-city.cz,0,,,
Malé Hoštice,opava-city.cz,0,,,
Milostovice,opava-city.cz,0,,,
Podvihov,opava-city.cz,0,,,
Praha 1,praha1.cz,1,200,['WordPress 6.2.2'],[]
Praha 10,praha10.cz,1,000,,
Praha 11,praha11.cz,1,000,,
Praha 12,praha12.cz,1,200,[],[]
Praha 13,p13.mepnet.cz,0,,,
Praha 14,praha14.cz,1,000,,
Praha 15,praha15.cz,1,000,,
Praha 16,p16.mepnet.cz,0,,,
Praha 19,kbely.mepnet.cz,0,,,
Praha 2,p2.mepnet.cz,0,,,
Praha 20,pocernice.cz,0,,,
Praha 21,praha21.cz,1,000,,
Praha 22,praha22.cz,1,000,,
Praha 3,praha3.cz,1,000,,
Praha 4,praha4.cz,1,200,[],[]
Praha 5,praha5.cz,1,000,,
Praha 6,praha6.cz,1,000,,
Praha 7,p7.mepnet.cz,0,,,
Praha 8,p8.mepnet.cz,0,,,
Praha 9,p9.mepnet.cz,0,,,
Praha-Benice,,0,,,
Praha-Běchovice,praha-bechovice.cz,1,000,,
Praha-Březiněves,brezineves.cz,0,,,
Praha – Dolní Chabry,dchabry.cz,0,,,
Praha – Dolní Měcholupy,dolnimecholupy.cz,0,,,
Praha – Dolní Počernice,dpocernice.cz,0,,,
Praha-Dubeč,praha-dubec.cz,1,000,,
Praha-Klánovice,praha-klanovice.cz,1,200,[],['Městská část Praha - Klánovice']
Praha-Koloděje,zris.mepnet.cz,0,,,
Praha-Kolovraty,kolovraty.cz,0,,,
Praha-Královice,mckralovice.cz,0,,,
Praha-Kunratice,praha-kunratice.cz,1,200,['Drupal 7 (http://drupal.org)'],[]
Praha-Křeslice,kreslice.cz,0,,,
Praha-Libuš,praha-libus.cz,1,000,,
Praha-Lipence,,0,,,
Praha-Lochkov,zris.mepnet.cz,0,,,
Praha-Lochkov,praha-lochkov.cz,1,000,,
Praha-Lysolaje,praha-lysolaje.cz,1,200,[],[]
Praha-Nebušice,prahanebusice.cz,0,,,
Praha-Nedvězí,mcnedvezi.cz,0,,,
Praha-Petrovice,prahapetrovice.cz,0,,,
Praha – Přední Kopanina,prednikopanina.cz,0,,,
Praha-Satalice,mcsatalice.cz,0,,,
Praha-Slivenec,praha-slivenec.cz,1,000,,
Praha-Suchdol,praha-suchdol.cz,1,000,,
Praha-Troja,mctroja.cz,0,,,
Praha – Velká Chuchle,chuchle.cz,0,,,
Praha-Vinoř,praha-vinor.cz,1,000,,
Praha-Zbraslav,mc-zbraslav.cz,0,,,
Praha-Zličín,mczlicin.cz,0,,,
Praha-Újezd,praha-ujezd.cz,1,200,['WordPress 6.3.2'],[]
Praha-Čakovice,cakovice.cz,0,,,
Praha-Ďáblice,dablice.cz,0,,,
Praha-Řeporyje,prahareporyje.cz,0,,,
Praha-Šeberov,zris.mepnet.cz,0,,,
Praha-Šeberov,seberov.cz,0,,,
Praha-Štěrboholy,mcsterboholy.cz,0,,,
Suché Lazce,opava-city.cz,0,,,
Vlaštovičky,opava-city.cz,0,,,
Vávrovice,opava-city.cz,0,,,
Zlatníky,opava-city.cz,0,,,
Hošťálkovice,hostalkovice.ostrava.cz,1,000,,
Hrabová,ostrava-hrabova.cz,1,000,,
Krásné Pole,krasnepole.ostrava.cz,1,200,['Plone - http://plone.org'],[]
Lhotka,lhotka.ostrava.cz,1,200,['Plone - http://plone.org'],[]
Mariánské Hory a Hulváky,marianskehory.cz,0,,,
Martinov,martinov.ostrava.cz,1,000,,
Michálkovice,michalkovice.ostrava.cz,1,000,,
Moravská Ostrava a Přívoz,moap.ostrava.cz,0,,,
Nová Bělá,novabela.ostrava.cz,1,200,[],[]
Nová Ves,novaves.ostrava.cz,1,200,['Plone - http://plone.org'],[]
Ostrava-Jih,ovajih.cz,0,,,
Pardubice Ii,umo2.mmp.cz,0,,,
Pardubice Iii,umo3.mmp.cz,0,,,
Pardubice Iv,umo4.mmp.cz,0,,,
Pardubice V.,umo5.mmp.cz,0,,,
Pardubice Vi,umo6.mmp.cz,0,,,
Pardubice Vii,pardubice7.cz,0,,,
Pardubice Viii,umo8.mmp.cz,0,,,
Petřkovice,petrkovice.ostrava.cz,1,200,['Plone - http://plone.org'],[]
Plesná,plesna.ostrava.cz,1,200,['Plone - http://plone.org'],[]
Plzeň 1,plzen.eu,0,,,
Plzeň 10 – Lhota,plzen.eu,0,,,
Plzeň 2 – Slovany,plzen.eu,0,,,
Plzeň 3,plzen.eu,0,,,
Plzeň 4,plzen.eu,0,,,
Plzeň 5 – Křimice,plzen.eu,0,,,
Plzeň 6 – Litice,plzen.eu,0,,,
Plzeň 7 – Radčice,plzen.eu,0,,,
Plzeň 8 – Černice,plzen.eu,0,,,
Plzeň 9 – Malesice,plzen.eu,0,,,
Polanka nad Odrou,polanka.ostrava.cz,0,,,
Poruba,moporuba.cz,1,200,['Plone - http://plone.org'],[]
Proskovice,proskovice.ostrava.cz,1,000,,
Pustkovec,pustkovec.ostrava.cz,1,000,,
Radvanice a Bartovice,radvanice.ostrava.cz,0,,,
Slezská Ostrava,slezska.cz,0,,,
Stará Bělá,starabela.ostrava.cz,1,200,['Plone - http://plone.org'],[]
Stará Bělá,starabela.cz,1,000,,
Svinov,svinov.ostrava.cz,1,000,,
Třebovice,trebovice.ostrava.cz,1,000,,
Vítkovice,vitkovice.ostrava.cz,1,000,,
Ústí nad Labem – Neštěmice,mag-ul.cz,0,,,
Ústí nad Labem – Severní Terasa,mag-ul.cz,0,,,
Ústí nad Labem – Střekov,mag-ul.cz,0,,,
Ústí nad Labem – Město,ul-mesto.cz,0,,,
Ústí nad Labem – Město,mag-ul.cz,0,,,
Batelov,batelov.eu,1,000,,
Bernartice,bernartice.cz,1,200,[],['WRS - redakční systém - W Partner s.r.o.']
Besednice,besednice.cz,1,200,[],[]
Bezno,bezno.cz,1,000,,
Blížkovice,blizkovice.cz,1,000,,
Bobrová,mestysbobrova.cz,1,200,[],['MUPS.cz']
Bohdalov,bohdalov.cz,1,000,,
Bojanov,bojanov.cz,1,000,,
Boleradice,boleradice.cz,1,000,,
Borotín,borotin.cz,1,000,,
Božejov,,0,,,
Božejov,,0,,,
Brankovice,,0,,,
Brodce,brodce.cz,1,200,[],[]
Brodek u Prostějova,brodek.cz,0,,,
Brodek u Přerova,brodekuprerova.cz,1,000,,
Brozany nad Ohří,brozanynadohri.cz,1,200,[],['Městys Brozany nad Ohří']
Buchlovice,buchlovice.cz,1,000,,
Budišov,oubudisov.cz,1,200,[],[]
Budišov,mestysbudisov.cz,1,200,[],['Městys Budišov']
Bílé Podolí,bilepodoli.cz,1,200,[],['Městys Bílé Podolí']
Bílé Podolí,mybox.cz,0,,,
Běhařovice,,0,,,
Březno,,0,,,
Březová,,0,,,
Cerhenice,cerhenice.cz,1,200,"['WordPress 4.9.3', 'Powered by Visual Composer - drag and drop page builder for WordPress.']",[]
Cerhovice,telecom.cz,0,,,
Chlum u Třeboně,chlum-ut.cz,0,,,
Chodová Planá,chodovaplana.cz,1,200,[],['Městys Chodová Planá']
Choltice,choltice.cz,1,200,[],['Městys Choltice']
Chotětov,login.cz,0,,,
Chotětov,,0,,,
Choustníkovo Hradiště,,0,,,
Chroustovice,,0,,,
Chudenice,,0,,,
Cítoliby,obec-citoliby.cz,1,200,[],['Městys Cítoliby']
Davle,obecdavle.cz,1,200,[],[]
Dalešice,,0,,,
Deblín,deblin.cz,1,000,,
Dešenice,nextra.cz,0,,,
Divišov,divisov.cz,1,200,"['Elementor 3.17.3; features: e_dom_optimization, e_optimized_assets_loading, additional_custom_breakpoints; settings: css_print_method-external, google_font-enabled, font_display-auto']",['Administrator']
Dolní Bukovsko,,0,,,
Dolní Cerekev,dolnicerekev.cz,1,000,,
Dolní Čermná,dolni-cermna.cz,0,,,
Doubravice nad Svitavou,doubravicens.cz,0,,,
Doubravice nad Svitavou,svazeksvitava.cz,0,,,
Doubravník,,0,,,
Doubravník,doubravnik.cz,1,000,,
Doudleby nad Orlicí,doudleby.cz,0,,,
Drahany,,0,,,
Drnholec,obecdrnholec.cz,1,000,,
Drásov,drasov.cz,1,200,[],"['DigiLabs Software, s.r.o. - DigiLabs.cz']"
Dub,dubuprachatic.cz,1,000,,
Dub nad Moravou,dubnadmoravou.cz,1,000,,
Dřevohostice,drevohostice.cz,1,200,[],['Městys Dřevohostice']
Frymburk,frymburk.info,1,200,[],['Městys Frymburk']
Havlíčkova Borová,,0,,,
Havlíčkova Borová,havlickovaborova.cz,1,000,,
Heraltice,heraltice.cz,1,000,,
Holany,,0,,,
Holany,,0,,,
Hostomice,hostomice.eu,1,200,[],['Městys Hostomice']
Hořice na Šumavě,horicenasumave.cz,1,200,[],['Hořice na Šumavě']
Hustopeče nad Bečvou,ihustopece.cz,0,,,
Hvězdlice,infos.cz,0,,,
Jince,jince.cz,1,200,[],['Městys Jince']
Jince,,0,,,
Jedovnice,jedovnice.cz,1,200,[],['URBITECH (info@urbitech.cz)']
Jimramov,jimramov.cz,1,000,,
Kamenice,ji.cz,0,,,
Karlštejn,obeckarlstejn.cz,1,000,,
Katovice,katovice.cz,1,000,,
Klenčí pod Čerchovem,klenci.cz,0,,,
Knínice,kninice.cz,1,000,,
Kněževes,,0,,,
Kněževes,knezevesko.cz,1,200,[],['Mikroregion Kněževesko']
Kolinec,mybox.cz,0,,,
Koloveč,mestyskolovec.cz,1,200,[],['VPsystem.cz']
Komárov,,0,,,
Kounice,,0,,,
Kovářská,kovarska.cz,1,000,,
Kralice na Hané,kralicenahane.cz,1,000,,
Krucemburk,chnet.cz,0,,,
Kunvald,kunvald.info,1,000,,
Kácov,kacov.cz,1,200,[],['Jan Holomek']
Křemže,mbox.terms.cz,0,,,
Křinec,,0,,,
Křivoklát,mestys-krivoklat.cz,1,200,[],['Městys Křivoklát']
Křivsoudov,zelivka.cz,0,,,
Křižanov,,0,,,
Křtiny,,0,,,
Ledenice,ou.ledenice.cz,1,404,[],[]
Levín,,0,,,
Lhenice,lhenice.cz,1,000,,
Libice nad Doubravou,,0,,,
Liblín,liblin.cz,1,200,[],['Městys Liblín']
Libštát,libstat.eu,1,200,[],[]
Litenčice,,0,,,
Liteň,mestysliten.cz,1,000,,
Litultovice,,0,,,
Lomnice,,0,,,
Loučeň,loucen.cz,1,200,[],['Městys Loučeň']
Louňovice pod Blaníkem,,0,,,
Luka nad Jihlavou,lukanadjihlavou.cz,1,000,,
Lukavec,lukavec.cz,1,000,,
Lukov,,0,,,
Lysice,obec.lysice.cz,1,000,,
Lázně Toušeň,laznetousen.cz,1,200,[],[]
Machov,machov-obec.cz,1,000,,
Machov,,0,,,
Malešov,malesov-kh.cz,1,000,,
Malšice,starosta.eu,0,,,
Maršovice,mestysmarsovice.cz,1,200,[],[]
Medlov,,0,,,
Mikulovice,,0,,,
Mikulovice,,0,,,
Mladkov,mladkov.cz,1,200,[],['Antee s.r.o.']
Mladé Buky,mestysmladebuky.cz,1,000,,
Mlázovice,mlazovice.cz,1,000,,
Mohelno,,0,,,
Moravská Nová Ves,mnves.cz,0,,,
Měcholupy,mecholupy-sc.cz,1,200,[],['Obec Měcholupy']
Měřín,merin.cz,1,200,['xartCMS'],['xart.cz']
Mšec,obecmsec.cz,1,000,,
Načeradec,naceradec.cz,1,000,,
Nedvědice,nedvedice.cz,1,200,[],[]
Nehvizdy,nehvizdy.cz,1,000,,
Nepomyšl,,0,,,
Netvořice,netvorice.cz,1,000,,
Neustupov,,0,,,
Nosislav,nosislav.cz,1,000,,
Nová Cerekev,,0,,,
Nová Cerekev,,0,,,
Nová Říše,novarise.cz,1,200,[],[]
Nové Dvory,NOVEDVORY.CZ,0,,,
Nové Veselí,noveveseli.cz,1,000,,
Nový Hrozenkov,novyhrozenkov.cz,1,200,[],[]
Nový Rychnov,,0,,,
Náměšť na Hané,namestnahane.cz,1,000,,
Náměšť na Hané,namestnanahane.cz,0,,,
Okříšky,okrisky.cz,1,200,[],[]
Olbramkostel,,0,,,
Olbramovice,,0,,,
Oleksovice,,0,,,
Opatov,info.cz,0,,,
Opatov,iex.cz,0,,,
Ostrov nad Oslavou,,0,,,
Ostrov u Macochy,ostrovumacochy.cz,1,000,,
Ostrovačice,ostrovacice.eu,1,200,[],[]
Osvětimany,osvetimany.cz,1,000,,
Panenský Týnec,panenskytynec.cz,1,000,,
Pavlíkov,pavlikov.cz,1,000,,
Pecka,,0,,,
Peruc,peruc.cz,1,200,[],[]
Plaňany,,0,,,
Podhradí,,0,,,
Polešovice,polesovice.cz,1,000,,
Pozlovice,pozlovice.cz,1,200,[],[]
Pozořice,pozorice.cz,1,000,,
Prosiměřice,prosimerice.cz,1,200,[],['Městys Prosiměřice']
Protivanov,protivanov.com,1,000,,
Přídolí,,0,,,
Radiměř,radimer.net,1,000,,
Radomyšl,,0,,,
Radomyšl,,0,,,
Radomyšl,,0,,,
Radostín nad Oslavou,,0,,,
Rataje nad Sázavou,obecrataje.cz,0,,,
Rokytnice nad Rokytnou,,0,,,
Ročov,,0,,,
Senomaty,,0,,,
Senomaty,,0,,,
Sepekov,sepekov.cz,1,000,,
Slabce,,0,,,
Slavětín,mybox.cz,0,,,
Sloup,sloup.info,1,200,[],['Městys Sloup']
Sněžné,snezne.cz,1,000,,
Sovínky,,0,,,
Spálov,spalov.cz,1,000,,
Stará Říše,,0,,,
Staré Město pod Landštejnem,staremestopl.cz,0,,,
Staré Město pod Landštejnem,jhnet.cz,0,,,
Stařeč,mestys-starec.eu,1,200,[],['městys Stařeč']
Stonařov,ji.cz,0,,,
Strunkovice nad Blanicí,strunkovicenadblanici.cz,1,200,[],['městys Strunkovice nad Blanicí']
Stráž,obecstraz.cz,1,000,,
Strážek,mestysstrazek.cz,1,000,,
Strážný,strazny.cz,1,200,[],['Městys Strážný']
Stádlec,,0,,,
Stádlec,stadlec.eu,1,200,"['WordPress 6.4.1', 'Elementor 3.17.3; features: e_dom_optimization, e_optimized_assets_loading, additional_custom_breakpoints; settings: css_print_method-external, google_font-enabled, font_display-auto']",[]
Suchdol,obecsuchdol.cz,1,200,[],[]
Suchdol nad Odrou,suchdol-nad-odrou.cz,0,,,
Svatava,mestyssvatava.cz,1,000,,
Svitávka,svitavka.com,1,200,[],['Městys Svitávka']
Svojanov,,0,,,
Trhová Kamenice,trhovakamenice.cz,1,000,,
Troskotovice,,0,,,
Uhelná Příbram,uhelnapribram.cz,1,000,,
Velké Němčice,velkenemcice.cz,1,200,[],['Origine solutions']
Velké Poříčí,velkeporici.cz,1,000,,
Velký Vřešťov,velkyvrestov.cz,1,200,[],['Městys Velký Vřešťov']
Velký Újezd,velkyujezd.cz,1,000,,
Vilémov,vilemov.info,1,000,,
Višňové,visnove.cz,1,000,,
Vladislav,,0,,,
Vojnův Městec,vojnuvmestec.cz,1,200,[],[]
Vranov nad Dyjí,ouvranov.cz,0,,,
Vraný,,0,,,
Vratěnín,,0,,,
Vrchotovy Janovice,,0,,,
Vysoký Chlumec,vysoky-chlumec.cz,0,,,
Vémyslice,mestysvemyslice.cz,1,200,[],['Městys Vémyslice']
Včelákov,vcelakov.cz,1,200,[],[]
Větrný Jeníkov,vetrnyjenikov.eu,1,000,,
Všeruby,vseruby.info,1,000,,
Všeruby,,0,,,
Všetaty,RAZDVA.cz,0,,,
Zdislava,,0,,,
Zdislavice,zdislavice.cz,1,200,[],['Městys Zdislavice']
Zlonice,,0,,,
Zvíkovec,zvikovec.cz,1,000,,
Zásada,zasada.cz,1,000,,
Zápy,zapy.cz,1,200,[],['Kolář Petr']
Úsobí,usobi.cz,1,000,,
Čachrov,,0,,,
Častolovice,ou-castolovice.cz,1,000,,
Čechtice,mestys-cechtice.cz,1,200,[],[]
Černá Hora,cernahora.eu,1,000,,
Černý Důl,cernydul.cz,1,000,,
Červené Pečky,cervenepecky.cz,1,200,[],['Městys Červené Pečky']
Česká Bělá,ceskabela.cz,1,000,,
České Heřmanice,ceskehermanice.cz,1,000,,
Český Šternberk,chopos.cz,0,,,
Čestice,cestice.cz,1,200,[],['Městys Čestice']
Štěchovice,ou-stechovice.cz,1,000,,
Štěchovice,stechovice.info,1,200,[],['Antee s.r.o.']
Šatov,,0,,,
Šatov,,0,,,
Ševětín,sevetin.cz,1,000,,
Štoky,stoky.cz,1,000,,
Štoky,,0,,,
Štítary,obecstitary.cz,1,000,,
Štěkeň,steken.cz,1,200,[],[]
Štěpánov nad Svratkou,stepanovnadsvratkou.cz,1,200,[],['Městys Štěpánov nad Svratkou']
Švábenice,svabenice.cz,1,000,,
Žehušice,zehusice.cz,1,200,[],['Městys Žehušice']
Želetava,obeczeletava.cz,1,200,[],[]
Žernov,zernov.cz,1,200,['Joomla! - Open Source Content Management'],[]
Žinkovy,zinkovy.cz,1,200,[],['Městys Žinkovy']
Žumberk,,0,,,
Adršpach,obecadrspach.cz,1,000,,
Albrechtice N.o.,nadorlici.cz,0,,,
Albrechtice v Jizerských horách,,0,,,
Babice,,0,,,
Bartošovice v Orlických horách,bartosovice.eu,0,,,
Bačetín,e-rychnovsko.cz,0,,,
Benátky,benatkynb.cz,1,200,[],[]
Boharyně,,0,,,
Bohdašín,dobruska.net,0,,,
Bohuslavice nad Metují,bohuslavice.com,0,,,
Boháňka,bohanka.org,1,200,['WordPress 6.4.1'],[]
Bolehošť,bolehost.cz,1,000,,
Borek,,0,,,
Borovnice,borovnice.cz,1,200,[],['Obec Borovnice']
Borovnice,borovnice.info,1,000,,
Borová,mymail.cz,0,,,
Bořanovice,boranovice.cz,1,000,,
Božanov,obecbozanov.cz,1,000,,
Božičany,bozicany.cz,1,200,[],[]
Bradlecká Lhota,bradleckalhota.cz,1,000,,
Brzice,brzice.cz,1,200,[],['Brzice']
Budčeves,budceves.cz,1,000,,
Bukovice,obecbukovice.cz,1,000,,
Bukovice,,0,,,
Bukovinka,,0,,,
Bystré,dobruska.cz,0,,,
Byzhradec,dobruska.cz,0,,,
Bílé Poličany,mkinet.cz,0,,,
Bílé Poličany,atlas.cz,0,,,
Březina,,0,,,
Březí,,0,,,
Bříšťany,,0,,,
Chlístov,,0,,,
Cholenice,,0,,,
Chotěvice,,0,,,
Chudeřice,,0,,,
Chvaleč,,0,,,
Chvalkovice,chvalkovice.cz,1,200,[],['Obec Chvalkovice']
Chvalnov-Lísky,,0,,,
Chvatěruby,,0,,,
Chyjice,atlas.cz,0,,,
Chýnice,chynice.cz,1,200,[],[]
Chýně,chyne.cz,1,200,[],[]
Dobré,,0,,,
Dobřany,,0,,,
Dobřenice,,0,,,
Dohalice,dohalice.cz,1,200,[],['ObecInformuje.cz']
Dolany,dolany-na.cz,1,200,[],['Pavel Spaleny; e-mail: yucikala@yucikala.net']
Dolní Dvůr,,0,,,
Dolní Kalná,dolnikalna.cz,1,000,,
Dolní Lochov,,0,,,
Dolní Lochov,dolnilochov.cz,1,000,,
Dolní Lánov,dolnilanov.cz,1,200,[],['Obec Dolní Lánov']
Dolní Olešnice,,0,,,
Dolní Přím,dolni-prim.cz,0,,,
Dolní Radechová,,0,,,
Dubenec,dubenec.cz,1,000,,
Dubnice,,0,,,
Dílce,,0,,,
Habřina,,0,,,
Hajnice,,0,,,
Hejtmánkovice,hejtmankovice.cz,1,000,,
Heřmanice,,0,,,
Heřmánkovice,hermankovice.cz,1,000,,
Hlušice,,0,,,
Hněvčeves,hnevceves.cz,1,200,[],[]
Holohlavy,,0,,,
Horní Brusnice,,0,,,
Horní Brusnice,,0,,,
Horní Maršov,hornimarsov.cz,1,200,[],['iqsoft.cz']
Horní Olešnice,horniolesnice.cz,1,000,,
Horní Police,,0,,,
Horní Radechová,obechr.com,0,,,
Hořenice,,0,,,
Hořiněves,horineves.cz,1,000,,
Hořičky,horicky.cz,1,000,,
Hořín,obechorin.cz,1,000,,
Hoštice,,0,,,
Hrádek,hradek-u-nechanic.cz,1,200,[],['Obec Hrádek']
Humburky,,0,,,
Husinec,husinec-rez.cz,1,200,[],['Obec Husinec']
Hvozdnice,hvozdnice.cz,1,000,,
Hynčice,,0,,,
Háje,,0,,,
Hřibiny-Ledská,,0,,,
Hřibojedy,hribojedy.cz,1,000,,
Jahodov,,0,,,
Janov,,0,,,
Jasenná,,0,,,
Javornice,,0,,,
Jeníkovice,,0,,,
Jenštejn,jenstejn.com,1,403,[],[]
Jestřabí,,0,,,
Jestřebí,jestrebinadmetuji.cz,1,000,,
Jetřichov,,0,,,
Jinolice,,0,,,
Jiřetín pod Bukovou,jiretin.cz,0,,,
Jiřetín pod Bukovou,jiretinpb.cz,0,,,
Jílovice,,0,,,
Kacákova Lhota,,0,,,
Karlovice,zlin.cz,0,,,
Kbelnice,,0,,,
Kelníky,,0,,,
Klokočná,,0,,,
Klokočná,,0,,,
Klášterská Lhota,,0,,,
Kobylice,,0,,,
Kocbeře,,0,,,
Koclířov,,0,,,
Kohoutov,,0,,,
Kojetice,kojetice.cz,1,000,,
Konecchlumí,konecchlumi-obec.cz,1,000,,
Kosice,kosice.cz,1,200,['Joomla! - Open Source Content Management'],[]
Kosičky,,0,,,
Kostelec,kostelec-jc.cz,1,000,,
Kostelecké Horky,,0,,,
Kotopeky,obec-kotopeky.cz,1,000,,
Kounov,dobruska.cz,0,,,
Kovač,,0,,,
Kozojedy,,0,,,
Kozojedy,kozojedy.com,1,200,[],['Obec Kozojedy']
Kramolna,kramolna.cz,1,000,,
Kratonohy,kratonohy.cz,1,000,,
Králova Lhota,,0,,,
Králíky,,0,,,
Kunkovice,,0,,,
Kunčice,nechanicko.cz,0,,,
Kvasiny,obec-kvasiny.cz,1,000,,
Kyje,,0,,,
Kytín,kytin.eu,1,000,,
Káranice,,0,,,
Křekov,krekov.cz,1,200,[],[]
Křenice,,0,,,
Lampertice,,0,,,
Lanžov,,0,,,
Lažany,,0,,,
Lažany,,0,,,
Ledce,,0,,,
Lejšovka,,0,,,
Lhota pod Hořičkami,,0,,,
Lhota pod Libčany,,0,,,
Libchyně,atlas.cz,0,,,
Libel,,0,,,
Liberk,,0,,,
Libníkovice,,0,,,
Libníkovice,libnikovice.cz,1,000,,
Libčany,libcany.cz,1,200,['WordPress 6.1.4'],[]
Libčany,,0,,,
Libějice,,0,,,
Libňatov,,0,,,
Libňatov,,0,,,
Libřice,,0,,,
Lipová,,0,,,
Litoboř,,0,,,
Litíč,litic.cz,1,000,,
Lično,licno.cz,1,000,,
Lišice,,0,,,
Lochenice,,0,,,
Lodín,mybox.cz,0,,,
Loučka,,0,,,
Lovčice,lovcice.eu,1,000,,
Lukavec u Hořic,lukavec.eu,0,,,
Lukavice,,0,,,
Lupenice,obeclupenice.cz,1,000,,
Lužany,luzanynt.cz,1,200,[],['ObecInformuje.cz']
Lužec N/cidlinou,luzecnadcidlinou.cz,0,,,
Lískovice,,0,,,
Malá Úpa,malaupa.cz,1,000,,
Maršov u Úpice,,0,,,
Mezilesí,mezilesi.cz,1,200,[],[]
Mladějov,craj.cz,0,,,
Mlékosrby,,0,,,
Modletice,modletice.cz,1,000,,
Mokrovousy,,0,,,
Mokrovousy,mokrovousy.cz,1,000,,
Mokré,obecmokre.cz,1,000,,
Moravský Žižkov,moravskyzizkov.cz,1,000,,
Mostek,mostek.cz,1,200,[],['Obec Mostek']
Myštěves,,0,,,
Máslojedy,maslojedy.cz,1,200,['MYOB'],['Administrator']
Máslojedy,svscr.cz,0,,,
Měník,menik.cz,1,000,,
Mříčná,mricna.jilemnice.cz,1,000,,
Mžany,,0,,,
Nahořany,,0,,,
Neděliště,,0,,,
Nemojov,nemojov.com,1,200,"['WordPress 6.0.6', 'Elementor 3.17.3; features: e_dom_optimization, e_optimized_assets_loading, additional_custom_breakpoints; settings: css_print_method-external, google_font-enabled, font_display-auto']",[]
Nepolisy,,0,,,
Nová Ves,razdva.cz,0,,,
Nová Ves,,0,,,
Nové Město,obecnovemesto.cz,1,200,"['Divi Child v.1.0.0', 'Site Kit by Google 1.113.0']",[]
Nový Ples,,0,,,
Nučice,obec.cz,0,,,
Nučice,,0,,,
Obědovice,obedovice.cz,1,200,[],['URBITECH (info@urbitech.cz)']
Ohaveč,,0,,,
Ohnišov,ohnisov.cz,1,000,,
Ohnišťany,,0,,,
Okoř,obecokor.cz,1,000,,
Okrouhlo,,0,,,
Olešnice,,0,,,
Olešnice,,0,,,
Orlické Záhoří,,0,,,
Osečnice,,0,,,
Osice,,0,,,
Osičky,osicky.cz,1,000,,
Otovice,obecotovice.cz,1,000,,
